datetime,Buenos Aires,Capital Federal,Catamarca,Chaco,Chubut,Corrientes,Córdoba,Entre Ríos,Formosa,Jujuy,La Pampa,La Rioja,Mendoza,Misiones,Neuquén,Río Negro,Salta,San Juan,San Luis,Santa Cruz,Santa Fe,Santiago Del Estero,Tierra Del Fuego,Tucumán
2017-2,56.2721441616913,124.061393756425,25.9771210676835,29.0455247754534,35.5460111791441,31.386121368355,58.9735289080036,45.3893310282472,19.965076445262,22.4034158946241,63.4935264809968,16.2034458061436,31.7586053613908,30.0892480250859,61.9101342766616,46.0208051229332,32.7394202636262,26.964616120247,9.5139703148683,26.2486198287096,52.2696112396987,14.118988073972,68.4632207595576,38.1862336563929
2017-3,55.6293833953396,121.858325909693,32.4909256779052,29.9759256476576,46.2153774665184,32.165435745938,62.3070022529633,45.9581216701772,21.3503843800708,22.6453629950826,69.1399370114264,51.465252304947,35.7049317772057,30.2059909330319,60.8304131050389,48.5186589395006,39.8397008069074,32.3668893599598,15.4778617902981,33.2918297165896,60.9063556345152,35.1210448843849,65.7418047343459,39.6953791612326
2017-4,57.6096152902582,122.89742418735,28.6209500939249,30.8081581112365,51.4630962674935,32.5151183111876,63.3326256520777,47.8852452937468,21.2709766892497,22.742083716267,71.0497610637856,51.5684744054618,33.3256255341505,31.1421848537985,61.242323177851,49.3756297682453,39.796242471459,30.2999291912817,10.5867310697542,28.9124928828068,61.7127712196729,29.1263861095011,59.8941359626362,39.8968735176797
2018-1,62.6262116616845,106.235671745868,32.7936161374153,30.8299276457025,53.7156048824891,32.6634608731751,63.5171696520162,48.6812024178572,21.4043102592114,23.1212608756775,71.751636922758,51.4435101124481,37.0721511024033,30.9567358844696,61.5173903515637,49.8168613122324,39.7755916329188,32.6091774516929,15.1487903482749,33.5527598985762,62.2819984430096,34.9882694482421,65.1996370235935,41.1760093888662
2018-2,62.7822665109499,106.534941281467,32.8575008674866,31.2517049960349,54.9023033373551,33.8097539088117,63.2743661231958,49.2026118705284,29.434226520797,23.4322027298545,71.0403378727806,50.9778907392324,36.9728727240613,31.6309076822218,60.2367916140203,50.1478946239634,39.9371920998973,32.9466488486842,15.1504244913514,33.3323645100661,62.5707923995744,35.2564642111642,91.6051962953856,41.5125631700174
2018-3,64.4405675975205,108.445914110219,32.9159453741104,32.2831008330776,56.391745852269,34.2499388738322,64.2421002602934,50.2220138583775,29.5765734288784,23.2637001371955,71.7502365184484,50.7330431805956,37.9905972679962,32.103666418059,60.4866167439691,50.5426480870375,39.4274134206841,33.0514165039238,52.3531149755192,32.7278502945593,63.4096146162309,36.2496169780513,92.7719183939406,41.6810135952876
2018-4,64.6028466348432,108.273149970574,32.2253461660253,32.5909608763298,42.6109360960454,34.5662765686955,65.0892645911237,54.3747734863994,29.73653915732,46.5322663913268,73.4940482831421,50.3479939174172,37.7577838459117,34.4507488777944,59.0691692663678,51.8614034542606,39.8016100697381,31.8962520702558,67.5504536976004,23.6891941006561,65.5870688619156,37.4007259512934,93.5925708620794,41.7579696387777
2019-1,66.2425552273681,109.196164558838,32.1904889561213,32.6358765794295,42.997736337178,35.1349868869881,65.5173840768055,56.7881599616928,29.6776946304319,46.4084387403666,76.3545743378065,50.1845878832627,37.6571649702829,36.2571682655235,58.8780043343749,53.5716497810025,40.0983444177161,31.8330580534655,67.3379373977716,23.6676549967689,66.9740909479148,37.5194167460039,93.3758192272124,41.6307444313476
2019-2,67.847139823742,110.545566994852,32.1309502201928,34.1402609798676,46.9879841362692,38.155585884188,68.0713093878985,57.4782345887239,30.4182360069433,44.511922790626,77.083137502884,48.7049391442432,40.7546242353627,39.1461255416994,63.0809643276744,61.0942074999118,41.8931983203698,35.5997173374818,81.789994425864,28.8460630553221,67.4229199332195,52.789971263171,94.7980342802349,40.1360462142088
2019-3,69.3563010607913,112.645387803721,30.8836145267372,35.8460309754608,47.5662416229331,38.4853511358672,68.5923490106902,57.9000994579662,30.1124329977775,44.3224868429136,77.4526942329175,47.9429051217464,40.7371425873534,39.3329298674438,64.1388726949158,63.4247008870096,44.4761779222872,37.0623130355423,85.2260887684934,35.6281609788596,68.8717805759303,55.3039114685454,96.4621096309238,39.4876002040168
2019-4,64.2520528824542,106.245467510411,36.4384291271555,36.8354786303424,51.1450178551471,38.7674409892621,70.4829556624422,57.9922169170451,30.471313480544,45.3775463317507,76.9241896917042,47.1358901105243,33.6490307202718,39.7892368404862,59.3559009282245,55.7050096828749,50.3546389223882,32.8549757281553,74.9200260348146,36.7113630853583,69.4823572559686,42.9207738235818,79.6953613637709,47.6490201252129
2020-1,64.3256310174343,105.980174141819,37.6154276874603,37.4838333691726,51.268489419097,38.7290799422309,70.6880744339108,56.1200605143722,30.2283039626068,46.6702306399878,75.766787812914,46.346631384167,33.1420767001727,39.018347551712,61.8474936235507,55.1156686596236,49.5956802701287,32.3922921363047,76.3085418464193,35.9742762889655,69.5235794025313,42.4663591879918,76.0696497901879,47.8479232585003
2020-2,65.2205801358229,106.414805990736,45.4318181818182,39.8325027900658,57.3446133872355,40.3047626797957,72.7135853124239,56.5386547397096,31.1394362262631,47.8878102278728,76.1015828898756,49.8399350183955,36.2522434211,40.8877960096961,63.8984690337643,56.369335248792,51.5815833534036,35.0948577636503,78.4096773527651,35.792623969796,70.002168637187,43.4671668246836,76.3694826074247,51.7807409103048
2020-3,67.6561898309092,107.675901165732,47.157098984172,41.5419205780652,68.3438981572004,41.7507494704644,75.2203572366921,58.1901640924315,31.9056233101865,54.0444192382091,79.2644770667028,50.1181132363027,37.3486331372327,41.6044862854486,65.2441702553022,57.052405915845,52.315712128488,38.7899552541285,79.9617220941719,35.9515289078445,72.1206024734824,43.3759313169191,76.809095839467,53.2281495112899
2020-4,68.9770222017074,108.311074890435,49.4068835454974,43.0307886497791,68.3518991582562,42.428283946949,78.0796087633819,59.4743067609738,32.4873819075967,53.4565912339089,81.7679324894515,50.1106121170115,38.6295789622782,42.6441141611923,67.0023452204809,61.0886154804548,54.0427520014766,36.3208821557581,81.679478061057,36.999572459088,73.5807380726778,43.7492566206899,76.265834969774,54.7834044136996
2021-1,69.1052407618594,108.419939223293,48.8990929278482,43.1364924170879,68.9942808881567,42.6641284388214,78.5902806238002,60.4394497283423,32.7329557563272,55.6324478962054,81.7767634575221,49.8069351907935,39.1536615289964,43.1724389059718,66.8420894204527,60.8792403032577,53.9300192633909,39.0551943353576,81.2373017712751,41.6478310399074,73.9165640702618,45.6730828236546,77.3493560917737,54.8189225412539
2021-2,70.0033033602797,110.144402032121,52.3403096626386,43.3276272929354,72.2941048193647,43.5411637336848,80.1151879593124,61.6602644647879,33.2254841932261,56.1821570114677,82.080006723254,76.9786615851933,40.9732418261709,45.0128113119994,69.1402108463862,61.9420405741775,54.9300901747889,39.2840257006206,83.4781072006307,44.0149166554342,75.0687862629301,46.5572753649211,67.8858077522918,54.928196510348
2021-3,71.6821894010193,111.271055142509,52.7097934860013,42.9624100796766,80.7097384765756,44.9008831266441,81.2845665540848,62.1794014538577,33.9620335406843,55.6892647441935,84.2799630965361,77.2601606138685,45.548284680561,45.5706536580879,69.7065334450161,61.9672131147541,55.9642780595842,39.4554480019856,79.8704334921291,43.7473202801201,75.0170476272823,47.0,94.9538682598503,54.636044861008
2021-4,75.6641060233847,111.270026128917,55.2526999859741,44.0485638902593,82.5734006387143,45.5101610294635,84.5094185304609,63.1553614361658,34.4545746388443,56.9210705148705,89.5673427024131,77.9234900964576,47.5053170903177,49.064620730585,73.3001625402001,65.6948996116065,56.8144260576222,39.5888518648717,80.2957828313538,43.0512146611735,77.0892017943923,47.0459491943867,98.4006164486543,55.9259910242439
2022-1,76.0781466115726,111.797862691747,58.2063508356117,44.0594800994188,88.0527409383577,47.6446351415023,85.7574535631355,63.7009034712316,34.9556869957513,58.0646286642678,91.6633253140871,78.774598665645,48.7352409355834,49.0433419977295,74.1730550999272,67.0364075498703,56.1075934084976,43.5459816093316,80.7242306060177,43.3384231105305,77.304584747584,47.1727383932405,98.2905503867279,57.3900322723119
2022-2,77.58,121.31,62.4,43.79,83.19,48.35,87.48,63.9,43.42,57.32,92.98,80.14,49.39,51.0,80.02,67.85,57.54,49.46,81.76,43.15,77.9,47.7,99.86,59.31
2022-3,78.11,122.28,65.33,43.86,84.38,48.21,88.31,63.67,43.76,58.91,96.59,80.66,51.03,51.82,80.37,67.98,57.76,50.8,81.74,43.19,78.55,47.98,99.51,61.14
2022-4,78.94,122.73,65.77,43.62,85.57,51.64,89.03,64.01,39.41,58.46,94.8,79.86,51.36,52.85,78.67,68.42,57.96,50.88,90.27,43.53,78.4,48.05,101.44,61.04
2023-1,79.0,122.59,66.17,43.15,85.89,52.05,88.84,64.79,38.79,58.2,96.55,79.74,51.4,53.97,78.55,69.16,57.67,49.75,90.17,43.42,78.13,47.55,104.23,60.34
2023-2,79.67,115.48,67.42,42.87,82.49,52.37,90.13,64.43,38.32,57.78,98.35,80.01,52.09,55.18,78.97,68.56,57.48,47.52,93.41,41.66,78.83,47.14,106.38,60.75
2023-3,80.64,116.4,68.55,42.87,84.23,52.78,90.05,68.84,38.86,57.61,99.0,80.44,52.03,55.51,79.97,68.4,57.57,50.45,98.55,40.89,79.09,48.67,105.95,61.26
2023-4,80.96,117.02,68.63,44.35,84.96,52.56,90.67,69.94,39.23,57.78,99.96,80.22,52.15,56.27,79.91,70.26,56.98,50.08,102.07,73.75,79.75,49.08,110.49,61.04
2024-1,81.1,119.53,68.82,46.7,84.89,51.94,90.7,69.31,39.61,57.65,100.49,80.03,52.59,56.76,79.5,71.14,56.3,51.62,102.7,67.58,80.4,49.41,109.78,60.48
2024-2,79.84,116.37,68.81,44.06,86.33,51.38,90.79,68.64,39.69,58.3,101.17,79.52,52.3,57.73,78.93,71.35,55.72,51.17,103.4,69.92,81.34,49.67,108.89,60.84
