index,Año,Trimestre,Provincia,Mbps (Media de bajada)
795,2016,1,Chaco,5,99
796,2016,1,Chubut,3,38
797,2016,1,Córdoba,5,16
798,2016,1,Corrientes,5,37
799,2016,1,Entre Ríos,5,08
800,2016,1,Formosa,4,87
801,2016,1,Jujuy,3,77
802,2016,1,La Pampa,3,05
803,2016,1,La Rioja,4,62
804,2016,1,Mendoza,3,50
805,2016,1,Misiones,6,00
806,2016,1,Neuquén,4,42
807,2016,1,Río Negro,3,83
808,2016,1,Salta,4,74
809,2016,1,San Juan,3,49
810,2016,1,San Luis,3,50
811,2016,1,Santa Cruz,3,48
812,2016,1,Santa Fe,4,90
813,2016,1,Santiago Del Estero,4,17
814,2016,1,Tierra Del Fuego,3,48
815,2016,1,Tucumán,5,00
816,2015,4,Buenos Aires,4,88
817,2015,4,Capital Federal,5,93
818,2015,4,Catamarca,4,12
819,2015,4,Chaco,5,83
820,2015,4,Chubut,3,28
821,2015,4,Córdoba,5,07
822,2015,4,Corrientes,5,26
823,2015,4,Entre Ríos,5,01
824,2015,4,Formosa,4,66
825,2015,4,Jujuy,3,72
826,2015,4,La Pampa,2,94
827,2015,4,La Rioja,4,52
828,2015,4,Mendoza,3,50
829,2015,4,Misiones,5,90
830,2015,4,Neuquén,4,36
831,2015,4,Río Negro,3,77
832,2015,4,Salta,4,67
833,2015,4,San Juan,3,48
834,2015,4,San Luis,3,50
835,2015,4,Santa Cruz,3,48
836,2015,4,Santa Fe,4,81
837,2015,4,Santiago Del Estero,4,09
838,2015,4,Tierra Del Fuego,3,47
839,2015,4,Tucumán,4,88
840,2015,3,Buenos Aires,4,70
841,2015,3,Capital Federal,5,66
842,2015,3,Catamarca,3,88
843,2015,3,Chaco,5,47
844,2015,3,Chubut,3,28
845,2015,3,Córdoba,4,87
846,2015,3,Corrientes,5,06
847,2015,3,Entre Ríos,4,77
848,2015,3,Formosa,4,17
849,2015,3,Jujuy,3,53
850,2015,3,La Pampa,2,91
851,2015,3,La Rioja,4,25
852,2015,3,Mendoza,3,50
853,2015,3,Misiones,5,63
854,2015,3,Neuquén,4,23
855,2015,3,Río Negro,3,74
856,2015,3,Salta,4,42
857,2015,3,San Juan,3,48
858,2015,3,San Luis,3,50
859,2015,3,Santa Cruz,3,48
860,2015,3,Santa Fe,4,56
861,2015,3,Santiago Del Estero,3,91
862,2015,3,Tierra Del Fuego,3,48
863,2015,3,Tucumán,4,57
864,2015,2,Buenos Aires,4,46
865,2015,2,Capital Federal,5,31
866,2015,2,Catamarca,3,68
867,2015,2,Chaco,5,19
868,2015,2,Chubut,3,22
869,2015,2,Córdoba,4,56
870,2015,2,Corrientes,4,85
871,2015,2,Entre Ríos,4,55
872,2015,2,Formosa,3,76
873,2015,2,Jujuy,3,41
874,2015,2,La Pampa,2,86
875,2015,2,La Rioja,4,00
876,2015,2,Mendoza,3,50
877,2015,2,Misiones,5,33
878,2015,2,Neuquén,4,06
879,2015,2,Río Negro,3,67
880,2015,2,Salta,4,22
881,2015,2,San Juan,3,48
882,2015,2,San Luis,3,50
883,2015,2,Santa Cruz,3,47
884,2015,2,Santa Fe,4,30
885,2015,2,Santiago Del Estero,3,73
886,2015,2,Tierra Del Fuego,3,48
887,2015,2,Tucumán,4,31
888,2015,1,Buenos Aires,4,32
889,2015,1,Capital Federal,5,00
890,2015,1,Catamarca,3,48
891,2015,1,Chaco,4,90
892,2015,1,Chubut,3,21
893,2015,1,Córdoba,4,30
894,2015,1,Corrientes,4,63
895,2015,1,Entre Ríos,4,35
896,2015,1,Formosa,3,38
897,2015,1,Jujuy,3,24
898,2015,1,La Pampa,2,83
899,2015,1,La Rioja,3,78
900,2015,1,Mendoza,3,50
901,2015,1,Misiones,4,97
902,2015,1,Neuquén,3,91
903,2015,1,Río Negro,3,59
904,2015,1,Salta,4,02
905,2015,1,San Juan,3,48
906,2015,1,San Luis,3,50
907,2015,1,Santa Cruz,3,47
908,2015,1,Santa Fe,4,06
909,2015,1,Santiago Del Estero,3,57
910,2015,1,Tierra Del Fuego,3,45
911,2015,1,Tucumán,4,07
912,2014,4,Buenos Aires,4,20
913,2014,4,Capital Federal,4,78
914,2014,4,Catamarca,3,34
915,2014,4,Chaco,3,98
916,2014,4,Chubut,3,17
917,2014,4,Córdoba,4,09
918,2014,4,Corrientes,3,81
919,2014,4,Entre Ríos,3,80
920,2014,4,Formosa,3,02
921,2014,4,Jujuy,3,13
922,2014,4,La Pampa,2,75
923,2014,4,La Rioja,3,58
924,2014,4,Mendoza,3,50
925,2014,4,Misiones,4,03
926,2014,4,Neuquén,3,85
927,2014,4,Río Negro,3,54
928,2014,4,Salta,3,86
929,2014,4,San Juan,3,48
930,2014,4,San Luis,3,50
931,2014,4,Santa Cruz,3,33
932,2014,4,Santa Fe,3,78
933,2014,4,Santiago Del Estero,3,46
934,2014,4,Tierra Del Fuego,3,47
935,2014,4,Tucumán,3,86
936,2014,3,Buenos Aires,3,97
937,2014,3,Capital Federal,4,44
938,2014,3,Catamarca,2,92
939,2014,3,Chaco,3,46
940,2014,3,Chubut,3,17
941,2014,3,Córdoba,3,66
942,2014,3,Corrientes,3,41
943,2014,3,Entre Ríos,3,40
944,2014,3,Formosa,2,66
945,2014,3,Jujuy,2,93
946,2014,3,La Pampa,2,82
947,2014,3,La Rioja,3,10
948,2014,3,Mendoza,3,50
949,2014,3,Misiones,3,58
950,2014,3,Neuquén,3,74
951,2014,3,Río Negro,3,48
952,2014,3,Salta,3,41
953,2014,3,San Juan,3,47
954,2014,3,San Luis,3,50
955,2014,3,Santa Cruz,3,31
956,2014,3,Santa Fe,3,38
957,2014,3,Santiago Del Estero,3,10
958,2014,3,Tierra Del Fuego,3,47
959,2014,3,Tucumán,3,35
960,2014,2,Buenos Aires,3,85
961,2014,2,Capital Federal,4,25
962,2014,2,Catamarca,2,92
963,2014,2,Chaco,3,42
964,2014,2,Chubut,3,16
965,2014,2,Córdoba,3,56
966,2014,2,Corrientes,3,37
967,2014,2,Entre Ríos,3,31
968,2014,2,Formosa,2,65
969,2014,2,Jujuy,2,77
970,2014,2,La Pampa,2,68
971,2014,2,La Rioja,3,10
972,2014,2,Mendoza,3,50
973,2014,2,Misiones,3,54
974,2014,2,Neuquén,3,66
975,2014,2,Río Negro,3,43
976,2014,2,Salta,3,39
977,2014,2,San Juan,3,47
978,2014,2,San Luis,3,50
979,2014,2,Santa Cruz,3,32
980,2014,2,Santa Fe,3,31
981,2014,2,Santiago Del Estero,3,07
982,2014,2,Tierra Del Fuego,3,47
983,2014,2,Tucumán,3,35
984,2014,1,Buenos Aires,3,73
985,2014,1,Capital Federal,4,02
986,2014,1,Catamarca,2,80
987,2014,1,Chaco,3,26
988,2014,1,Chubut,3,18
989,2014,1,Córdoba,3,39
990,2014,1,Corrientes,3,22
991,2014,1,Entre Ríos,3,17
992,2014,1,Formosa,2,57
993,2014,1,Jujuy,2,69
994,2014,1,La Pampa,2,65
995,2014,1,La Rioja,2,96
996,2014,1,Mendoza,3,50
997,2014,1,Misiones,3,40
998,2014,1,Neuquén,3,55
999,2014,1,Río Negro,3,35
1000,2014,1,Salta,3,30
1001,2014,1,San Juan,3,47
1002,2014,1,San Luis,3,50
1003,2014,1,Santa Cruz,3,32
1004,2014,1,Santa Fe,3,15
1005,2014,1,Santiago Del Estero,2,95
1006,2014,1,Tierra Del Fuego,3,45
1007,2014,1,Tucumán,3,21
